ID,Prob1
20499, 0.49
20500, 0.00
20501, 0.12
20502, 0.71
20503, 0.18
20504, 0.39
20505, 0.55
20506, 0.29
20507, 0.97
20508, 0.31
20509, 0.31
20510, 0.28
20511, 0.65
20512, 0.38
20513, 0.07
20514, 0.01
20515, 0.64
20516, 0.65
20517, 0.15
20518, 0.29
20519, 0.30
20520, 0.10
20521, 0.93
20522, 0.52
20523, 0.02
20524, 0.81
20525, 0.28
20526, 0.03
20527, 0.27
20528, 0.21
20529, 0.76
20530, 0.08
20531, 0.32
20532, 0.29
20533, 0.19
20534, 0.45
20535, 0.44
20536, 0.29
20537, 0.33
20538, 0.32
20539, 0.32
20540, 0.79
20541, 0.65
20542, 0.12
20543, 0.38
20544, 0.97
20545, 0.41
20546, 0.08
20547, 0.61
20548, 0.23
20549, 0.46
20550, 0.07
20551, 0.03
20552, 0.36
20553, 0.09
20554, 0.37
20555, 0.48
20556, 0.32
20557, 0.34
20558, 0.16
20559, 0.16
20560, 0.21
20561, 0.19
20562, 0.29
20563, 0.37
20564, 0.62
20565, 0.56
20566, 0.16
20567, 0.52
20568, 0.64
20569, 0.40
20570, 0.16
20571, 0.99
20572, 0.31
20573, 0.52
20574, 0.34
20575, 0.23
20576, 0.57
20577, 0.01
20578, 0.67
20579, 0.28
20580, 0.12
20581, 0.58
20582, 0.23
20583, 0.56
20584, 0.17
20585, 0.60
20586, 0.16
20587, 0.07
20588, 0.44
20589, 0.41
20590, 0.19
20591, 0.36
20592, 0.29
20593, 0.11
20594, 0.17
20595, 0.74
20596, 0.01
20597, 0.10
20598, 0.26
20599, 0.24
20600, 0.39
20601, 0.31
20602, 0.48
20603, 0.52
20604, 0.68
20605, 0.31
20606, 0.00
20607, 0.26
20608, 0.25
20609, 0.80
20610, 0.27
20611, 0.25
20612, 0.24
20613, 0.77
20614, 0.16
20615, 0.00
20616, 0.73
20617, 0.14
20618, 0.25
20619, 0.19
20620, 0.65
20621, 0.12
20622, 0.40
20623, 0.54
20624, 0.31
20625, 0.40
20626, 0.81
20627, 0.41
20628, 0.56
20629, 0.13
20630, 0.03
20631, 0.17
20632, 0.57
20633, 0.58
20634, 0.25
20635, 0.22
20636, 0.60
20637, 0.23
20638, 0.33
20639, 0.13
20640, 0.40
20641, 0.09
20642, 0.50
20643, 0.12
20644, 0.44
20645, 0.84
20646, 0.47
20647, 0.38
20648, 0.79
20649, 0.34
20650, 0.33
20651, 0.51
20652, 0.08
20653, 0.64
20654, 0.20
20655, 0.17
20656, 0.85
20657, 0.40
20658, 0.00
20659, 0.81
20660, 0.47
20661, 0.47
20662, 0.38
20663, 0.01
20664, 0.30
20665, 0.49
20666, 0.42
20667, 0.28
20668, 0.07
20669, 0.00
20670, 0.11
20671, 0.71
20672, 0.42
20673, 0.15
20674, 0.06
20675, 0.45
20676, 0.47
20677, 0.00
20678, 0.17
20679, 0.41
20680, 0.47
20681, 0.25
20682, 0.44
20683, 0.50
20684, 0.36
20685, 0.26
20686, 0.90
20687, 0.07
20688, 0.00
20689, 0.29
20690, 0.83
20691, 0.83
20692, 0.35
20693, 0.66
20694, 0.27
20695, 0.67
20696, 0.08
20697, 0.23
20698, 0.16
20699, 0.39
20700, 0.05
20701, 0.67
20702, 0.54
20703, 0.41
20704, 0.07
20705, 0.13
20706, 0.00
20707, 0.23
20708, 0.00
20709, 0.31
20710, 0.24
20711, 0.41
20712, 0.00
20713, 0.34
20714, 0.68
20715, 0.13
20716, 0.12
20717, 0.16
20718, 0.64
20719, 0.50
20720, 0.03
20721, 0.33
20722, 0.80
20723, 0.68
20724, 0.00
20725, 0.15
20726, 0.68
20727, 0.41
20728, 0.32
20729, 0.09
20730, 0.21
20731, 0.46
20732, 0.51
20733, 0.25
20734, 0.08
20735, 0.38
20736, 0.13
20737, 0.01
20738, 0.11
20739, 0.42
20740, 0.41
20741, 0.29
20742, 0.33
20743, 0.67
20744, 0.72
20745, 0.12
20746, 0.07
20747, 0.12
20748, 0.40
20749, 0.73
20750, 0.28
20751, 0.99
20752, 0.29
20753, 0.35
20754, 0.45
20755, 0.65
20756, 0.19
20757, 0.23
20758, 0.49
20759, 0.03
20760, 0.46
20761, 0.27
20762, 0.09
20763, 0.16
20764, 0.46
20765, 0.82
20766, 0.32
20767, 0.10
20768, 0.33
20769, 0.59
20770, 0.09
20771, 0.34
20772, 0.31
20773, 0.04
20774, 0.70
20775, 0.34
20776, 0.66
20777, 0.49
20778, 0.50
20779, 0.36
20780, 0.04
20781, 0.08
20782, 0.69
20783, 0.13
20784, 0.54
20785, 0.14
20786, 0.10
20787, 0.68
20788, 0.72
20789, 0.15
20790, 0.11
20791, 0.56
20792, 0.08
20793, 0.27
20794, 0.27
20795, 0.24
20796, 0.34
20797, 0.06
20798, 0.79
20799, 0.42
20800, 0.69
20801, 0.31
20802, 0.20
20803, 0.30
20804, 0.69
20805, 0.04
20806, 0.00
20807, 0.56
20808, 0.83
20809, 0.54
20810, 0.31
20811, 0.56
20812, 0.01
20813, 0.08
20814, 0.05
20815, 0.82
20816, 0.00
20817, 0.82
20818, 0.51
20819, 0.22
20820, 0.19
20821, 0.21
20822, 0.29
20823, 0.33
20824, 0.53
20825, 0.43
20826, 0.31
20827, 0.45
20828, 0.11
20829, 0.37
20830, 0.40
20831, 0.28
20832, 0.03
20833, 0.33
20834, 0.83
20835, 0.92
20836, 0.23
20837, 0.47
20838, 0.60
20839, 0.37
20840, 0.68
20841, 0.37
20842, 0.28
20843, 0.69
20844, 0.16
20845, 0.08
20846, 0.65
20847, 0.40
20848, 0.82
20849, 0.34
20850, 0.46
20851, 0.43
20852, 0.21
20853, 0.37
20854, 0.31
20855, 0.73
20856, 0.28
20857, 0.00
20858, 0.73
20859, 0.47
20860, 0.73
20861, 0.40
20862, 0.31
20863, 0.29
20864, 0.32
20865, 0.00
20866, 0.77
20867, 0.50
20868, 0.47
20869, 0.14
20870, 0.13
20871, 0.66
20872, 0.46
20873, 0.03
20874, 0.62
20875, 0.05
20876, 0.68
20877, 0.31
20878, 0.23
20879, 0.64
20880, 0.33
20881, 0.36
20882, 0.13
20883, 0.14
20884, 0.34
20885, 0.54
20886, 0.16
20887, 0.50
20888, 0.32
20889, 0.39
20890, 0.48
20891, 0.20
20892, 0.77
20893, 0.60
20894, 0.60
20895, 0.66
20896, 0.12
20897, 0.27
20898, 0.13
20899, 0.04
20900, 0.00
20901, 0.13
20902, 0.27
20903, 0.45
20904, 0.32
20905, 0.05
20906, 0.64
20907, 0.01
20908, 0.00
20909, 0.42
20910, 0.39
20911, 0.30
20912, 0.87
20913, 0.48
20914, 0.27
20915, 0.45
20916, 0.04
20917, 0.06
20918, 0.04
20919, 0.68
20920, 0.00
20921, 0.85
20922, 0.00
20923, 0.31
20924, 0.10
20925, 0.02
20926, 0.17
20927, 0.17
20928, 0.32
20929, 0.20
20930, 0.14
20931, 0.18
20932, 0.03
20933, 0.28
20934, 0.93
20935, 0.26
20936, 0.40
20937, 0.10
20938, 0.52
20939, 0.23
20940, 0.23
20941, 0.22
20942, 0.31
20943, 0.11
20944, 0.30
20945, 0.06
20946, 0.47
20947, 0.32
20948, 0.14
20949, 0.30
20950, 0.11
20951, 0.93
20952, 0.00
20953, 0.47
20954, 0.17
20955, 0.22
20956, 0.97
20957, 0.91
20958, 0.50
20959, 0.24
20960, 0.69
20961, 0.49
20962, 0.75
20963, 0.02
20964, 0.67
20965, 0.50
20966, 0.41
20967, 0.14
20968, 0.40
20969, 0.26
20970, 0.01
20971, 0.18
20972, 0.20
20973, 0.58
20974, 0.15
20975, 0.77
20976, 0.34
20977, 0.36
20978, 0.11
20979, 0.11
20980, 0.63
20981, 0.17
20982, 0.69
20983, 0.63
20984, 0.13
20985, 0.33
20986, 0.76
20987, 0.58
20988, 0.13
20989, 0.35
20990, 0.01
20991, 0.37
20992, 0.19
20993, 0.71
20994, 0.13
20995, 0.34
20996, 0.39
20997, 0.07
20998, 0.26
20999, 0.37
21000, 0.41
21001, 0.62
21002, 0.45
21003, 0.62
21004, 0.21
21005, 0.23
21006, 0.63
21007, 0.68
21008, 0.19
21009, 0.00
21010, 0.24
21011, 0.44
21012, 0.00
21013, 0.32
21014, 0.56
21015, 0.03
21016, 0.96
21017, 0.00
21018, 0.10
21019, 0.00
21020, 0.58
21021, 0.41
21022, 0.67
21023, 0.00
21024, 0.19
21025, 0.44
21026, 0.36
21027, 0.51
21028, 0.05
21029, 0.40
21030, 0.30
21031, 0.17
21032, 0.13
21033, 0.32
21034, 0.04
21035, 0.31
21036, 0.17
21037, 0.24
21038, 0.36
21039, 0.54
21040, 0.18
21041, 0.55
21042, 0.01
21043, 0.37
21044, 0.50
21045, 0.56
21046, 0.67
21047, 0.29
21048, 0.09
21049, 0.30
21050, 0.83
21051, 0.87
21052, 0.10
21053, 0.27
21054, 0.36
21055, 0.66
21056, 0.00
21057, 0.28
21058, 0.29
21059, 0.80
21060, 0.64
21061, 0.51
21062, 0.71
21063, 0.25
21064, 0.00
21065, 0.78
21066, 0.27
21067, 0.22
21068, 0.23
21069, 0.66
21070, 0.14
21071, 0.47
21072, 0.35
21073, 0.34
21074, 0.32
21075, 0.40
21076, 0.49
21077, 0.32
21078, 0.42
21079, 0.24
21080, 0.00
21081, 0.69
21082, 0.00
21083, 0.17
21084, 0.00
21085, 0.06
21086, 0.59
21087, 0.54
21088, 0.35
21089, 0.55
21090, 0.31
21091, 0.00
21092, 0.00
21093, 0.55
21094, 0.53
21095, 0.31
21096, 0.41
21097, 0.15
21098, 0.23
21099, 0.27
21100, 0.86
21101, 0.48
21102, 0.20
21103, 0.71
21104, 0.43
21105, 0.26
21106, 0.24
21107, 0.28
21108, 0.13
21109, 0.38
21110, 0.70
21111, 0.33
21112, 0.24
21113, 0.00
21114, 0.36
21115, 0.52
21116, 0.29
21117, 0.14
21118, 0.08
21119, 0.59
21120, 0.46
21121, 0.42
21122, 0.41
21123, 0.39
21124, 0.47
21125, 0.28
21126, 0.01
21127, 0.59
21128, 0.39
21129, 0.06
21130, 0.49
21131, 0.21
21132, 0.35
21133, 0.13
21134, 0.71
21135, 0.48
21136, 0.32
21137, 0.53
21138, 0.48
21139, 0.63
21140, 0.69
21141, 0.35
21142, 0.36
21143, 0.72
21144, 0.00
21145, 0.75
21146, 0.11
21147, 0.72
21148, 0.12
21149, 0.14
21150, 0.05
21151, 0.01
21152, 0.44
21153, 0.76
21154, 0.60
21155, 0.23
21156, 0.34
21157, 0.07
21158, 0.29
21159, 0.06
21160, 0.48
21161, 0.13
21162, 0.75
21163, 0.28
21164, 0.08
21165, 0.49
21166, 0.80
21167, 0.26
21168, 0.43
21169, 0.00
21170, 0.11
21171, 0.27
21172, 0.37
21173, 0.05
21174, 0.00
21175, 0.21
21176, 0.46
21177, 0.76
21178, 0.14
21179, 0.08
21180, 0.07
21181, 0.73
21182, 0.93
21183, 0.36
21184, 0.60
21185, 0.77
21186, 0.07
21187, 0.83
21188, 0.15
21189, 0.57
21190, 0.32
21191, 0.00
21192, 0.01
21193, 0.20
21194, 0.19
21195, 0.25
21196, 0.71
21197, 0.48
21198, 0.33
21199, 0.28
21200, 0.28
21201, 0.74
21202, 0.30
21203, 0.75
21204, 0.45
21205, 0.43
21206, 0.83
21207, 0.50
21208, 0.01
21209, 0.79
21210, 0.13
21211, 0.56
21212, 0.23
21213, 0.40
21214, 0.52
21215, 0.19
21216, 0.28
21217, 0.24
21218, 0.16
21219, 0.33
21220, 0.60
21221, 0.19
21222, 0.28
21223, 0.11
21224, 0.11
21225, 0.54
21226, 0.35
21227, 0.44
21228, 0.01
21229, 0.17
21230, 0.09
21231, 0.30
21232, 0.00
21233, 0.43
21234, 0.38
21235, 0.77
21236, 0.19
21237, 0.12
21238, 0.02
21239, 0.27
21240, 0.36
21241, 0.40
21242, 0.10
21243, 0.62
21244, 0.24
21245, 0.32
21246, 0.58
21247, 0.93
21248, 0.07
21249, 0.16
21250, 0.26
21251, 0.49
21252, 0.48
21253, 0.06
21254, 0.38
21255, 0.17
21256, 0.72
21257, 0.39
21258, 0.33
21259, 0.83
21260, 0.18
21261, 0.19
21262, 0.40
21263, 0.12
21264, 0.30
21265, 0.68
21266, 0.03
21267, 0.63
21268, 0.55
21269, 0.37
21270, 0.75
21271, 0.35
21272, 0.00
21273, 0.15
21274, 0.69
21275, 0.27
21276, 0.59
21277, 0.32
21278, 0.36
21279, 0.40
21280, 0.04
21281, 0.14
21282, 0.14
21283, 0.52
21284, 0.17
21285, 0.15
21286, 0.00
21287, 0.01
21288, 0.15
21289, 0.10
21290, 0.85
21291, 0.46
21292, 0.29
21293, 0.16
21294, 0.47
21295, 0.15
21296, 0.33
21297, 0.68
21298, 0.60
21299, 0.32
21300, 0.64
21301, 0.70
21302, 0.30
21303, 0.17
21304, 0.45
21305, 0.09
21306, 0.38
21307, 0.48
21308, 0.36
21309, 0.28
21310, 0.61
21311, 0.11
21312, 0.26
21313, 0.58
21314, 0.05
21315, 0.00
21316, 0.24
21317, 0.08
21318, 0.30
21319, 0.60
21320, 0.92
21321, 0.59
21322, 0.53
21323, 0.09
21324, 0.58
21325, 0.46
21326, 0.88
21327, 0.40
21328, 0.35
21329, 0.05
21330, 0.40
21331, 0.23
21332, 0.46
21333, 0.45
21334, 0.18
21335, 0.32
21336, 0.53
21337, 0.35
21338, 0.39
21339, 0.12
21340, 0.89
21341, 0.02
21342, 0.35
21343, 0.48
21344, 0.47
21345, 0.56
21346, 0.27
21347, 0.14
21348, 0.00
21349, 0.60
21350, 0.13
21351, 0.15
21352, 0.08
21353, 0.29
21354, 0.40
21355, 0.14
21356, 0.09
21357, 0.06
21358, 0.07
21359, 0.18
21360, 0.50
21361, 0.16
21362, 0.35
21363, 0.80
21364, 0.51
21365, 0.67
21366, 0.04
21367, 0.68
21368, 0.58
21369, 0.30
21370, 0.68
21371, 0.23
21372, 0.22
21373, 0.08
21374, 0.70
21375, 0.21
21376, 0.60
21377, 0.29
21378, 0.51
21379, 0.47
21380, 0.54
21381, 0.17
21382, 0.11
21383, 0.08
21384, 0.52
21385, 0.01
21386, 0.38
21387, 0.21
21388, 0.00
21389, 0.03
21390, 0.16
21391, 0.23
21392, 0.28
21393, 0.45
21394, 0.47
21395, 0.00
21396, 0.81
21397, 0.20
21398, 0.53
21399, 0.54
21400, 0.35
21401, 0.36
21402, 0.27
21403, 0.18
21404, 0.49
21405, 0.48
21406, 0.22
21407, 0.47
21408, 0.49
21409, 0.51
21410, 0.27
21411, 0.05
21412, 0.63
21413, 0.07
21414, 0.13
21415, 0.00
21416, 0.48
21417, 0.09
21418, 0.67
21419, 0.79
21420, 0.32
21421, 0.09
21422, 0.25
21423, 0.94
21424, 0.13
21425, 0.48
21426, 0.37
21427, 0.63
21428, 0.20
21429, 0.41
21430, 0.26
21431, 0.03
21432, 0.49
21433, 0.35
21434, 0.83
21435, 0.67
21436, 0.17
21437, 0.62
21438, 0.75
21439, 0.09
21440, 0.10
21441, 0.34
21442, 0.24
21443, 0.38
21444, 0.87
21445, 0.23
21446, 0.17
21447, 0.40
21448, 0.69
21449, 0.00
21450, 0.60
21451, 0.30
21452, 0.12
21453, 0.10
21454, 0.02
21455, 0.30
21456, 0.72
21457, 0.81
21458, 0.00
21459, 0.04
21460, 0.79
21461, 0.88
21462, 0.64
21463, 0.79
21464, 0.35
21465, 0.30
21466, 0.45
21467, 0.60
21468, 0.08
21469, 0.24
21470, 0.35
21471, 0.40
21472, 0.49
21473, 0.53
21474, 0.00
21475, 0.14
21476, 0.10
21477, 0.25
21478, 0.52
21479, 0.16
21480, 0.37
21481, 0.72
21482, 0.26
21483, 0.38
21484, 0.35
21485, 0.51
21486, 0.02
21487, 0.64
21488, 0.79
21489, 0.34
21490, 0.31
21491, 0.21
21492, 0.14
21493, 0.11
21494, 0.49
21495, 0.43
21496, 0.11
21497, 0.13
21498, 0.80
21499, 0.01
21500, 0.44
21501, 0.35
21502, 0.47
21503, 0.33
21504, 0.53
21505, 0.40
21506, 0.41
21507, 0.41
21508, 0.41
21509, 0.35
21510, 0.06
21511, 0.10
21512, 0.34
21513, 0.00
21514, 0.12
21515, 0.29
21516, 0.24
21517, 0.54
21518, 0.00
21519, 0.60
21520, 0.66
21521, 0.54
21522, 0.88
21523, 0.02
21524, 0.19
21525, 0.78
21526, 0.15
21527, 0.15
21528, 0.36
21529, 0.44
21530, 0.06
21531, 0.19
21532, 0.75
21533, 0.49
21534, 0.44
21535, 0.57
21536, 0.44
21537, 0.83
21538, 0.00
21539, 0.13
21540, 0.61
21541, 0.56
21542, 0.50
21543, 0.64
21544, 0.50
21545, 0.23
21546, 0.01
21547, 0.62
21548, 0.46
21549, 0.76
21550, 0.60
21551, 0.60
21552, 0.06
21553, 0.30
21554, 0.13
21555, 0.18
21556, 0.26
21557, 0.86
21558, 0.15
21559, 0.08
21560, 0.28
21561, 0.12
21562, 0.39
21563, 0.94
21564, 0.57
21565, 0.02
21566, 0.00
21567, 0.49
21568, 0.50
21569, 0.19
21570, 0.31
21571, 0.10
21572, 0.06
21573, 0.34
21574, 0.14
21575, 0.50
21576, 0.65
21577, 0.88
21578, 0.27
21579, 0.37
21580, 0.10
21581, 0.17
21582, 0.11
21583, 0.15
21584, 0.46
21585, 0.52
21586, 0.17
21587, 0.13
21588, 0.42
21589, 0.68
21590, 0.13
21591, 0.35
21592, 0.11
21593, 0.91
21594, 0.27
21595, 0.51
21596, 0.02
21597, 0.92
21598, 0.28
21599, 0.26
21600, 0.45
21601, 0.38
21602, 0.34
21603, 0.20
21604, 0.69
21605, 0.20
21606, 0.10
21607, 0.04
21608, 0.86
21609, 0.00
21610, 0.57
21611, 0.04
21612, 0.21
21613, 0.23
21614, 0.55
21615, 0.39
21616, 0.40
21617, 0.16
21618, 0.23
21619, 0.04
21620, 0.55
21621, 0.29
21622, 0.48
21623, 0.55
21624, 0.33
21625, 0.83
21626, 0.17
21627, 0.15
21628, 0.19
21629, 0.09
21630, 0.12
21631, 0.41
21632, 0.21
21633, 0.36
21634, 0.61
21635, 0.31
21636, 0.03
21637, 0.07
21638, 0.14
21639, 0.16
21640, 0.43
21641, 0.62
21642, 0.29
21643, 0.36
21644, 0.04
21645, 0.39
21646, 0.19
21647, 0.28
21648, 0.08
21649, 0.39
21650, 0.54
21651, 0.56
21652, 0.48
21653, 0.60
21654, 0.01
21655, 0.80
21656, 0.00
21657, 0.24
21658, 0.36
21659, 0.31
21660, 0.10
21661, 0.72
21662, 0.48
21663, 0.41
21664, 0.01
21665, 0.33
21666, 0.19
21667, 0.21
21668, 0.55
21669, 0.71
21670, 0.00
21671, 0.24
21672, 0.41
21673, 0.52
21674, 0.35
21675, 0.27
21676, 0.29
21677, 0.91
21678, 0.16
21679, 0.12
21680, 0.58
21681, 0.15
21682, 0.18
21683, 0.39
21684, 0.04
21685, 0.93
21686, 0.34
21687, 0.04
21688, 0.08
21689, 0.25
21690, 0.20
21691, 0.25
21692, 0.08
21693, 0.00
21694, 0.12
21695, 0.24
21696, 0.44
21697, 0.04
21698, 0.00
21699, 0.50
21700, 0.31
21701, 0.06
21702, 0.75
21703, 0.64
21704, 0.00
21705, 0.60
21706, 0.52
21707, 0.64
21708, 0.12
21709, 0.38
21710, 0.57
21711, 0.65
21712, 0.66
21713, 0.23
21714, 0.29
21715, 0.77
21716, 0.72
21717, 0.00
21718, 0.69
21719, 0.30
21720, 0.41
21721, 0.20
21722, 0.48
21723, 0.00
21724, 0.16
21725, 0.10
21726, 0.22
21727, 0.52
21728, 0.03
21729, 0.01
21730, 0.43
21731, 0.10
21732, 0.24
21733, 0.18
21734, 0.36
21735, 0.50
21736, 0.60
21737, 0.00
21738, 0.26
21739, 0.16
21740, 0.17
21741, 0.20
21742, 0.47
21743, 0.47
21744, 0.43
21745, 0.02
21746, 0.63
21747, 0.40
21748, 0.64
21749, 0.65
21750, 0.35
21751, 0.43
21752, 0.48
21753, 0.48
21754, 0.58
21755, 0.40
21756, 0.40
21757, 0.56
21758, 0.26
21759, 0.00
21760, 0.05
21761, 0.00
21762, 0.07
21763, 0.66
21764, 0.04
21765, 0.00
21766, 0.38
21767, 0.37
21768, 0.30
21769, 0.15
21770, 0.58
21771, 0.19
21772, 0.09
21773, 0.16
21774, 0.18
21775, 0.65
21776, 0.44
21777, 0.31
21778, 0.42
21779, 0.49
21780, 0.69
21781, 0.68
21782, 0.10
21783, 0.32
21784, 0.68
21785, 0.22
21786, 0.30
21787, 0.24
21788, 0.28
21789, 0.66
21790, 0.19
21791, 0.13
21792, 0.17
21793, 0.99
21794, 0.04
21795, 0.04
21796, 0.11
21797, 0.43
21798, 0.14
21799, 0.24
21800, 0.34
21801, 0.02
21802, 0.25
21803, 0.13
21804, 0.10
21805, 0.22
21806, 0.20
21807, 0.54
21808, 0.17
21809, 0.58
21810, 0.02
21811, 0.16
21812, 0.36
21813, 0.21
21814, 0.12
21815, 0.16
21816, 0.37
21817, 0.00
21818, 0.27
21819, 0.17
21820, 0.29
21821, 0.24
21822, 0.00
21823, 0.00
21824, 0.12
21825, 0.14
21826, 0.19
21827, 0.15
21828, 0.43
21829, 0.57
21830, 0.49
21831, 0.58
21832, 0.55
21833, 0.48
21834, 0.34
21835, 0.44
21836, 0.61
21837, 0.60
21838, 0.11
21839, 0.19
21840, 0.21
21841, 0.00
21842, 0.14
21843, 0.67
21844, 0.83
21845, 0.65
21846, 0.15
21847, 0.05
21848, 0.56
21849, 0.33
21850, 0.42
21851, 0.50
21852, 0.11
21853, 0.95
21854, 0.09
21855, 0.05
21856, 0.20
21857, 0.24
21858, 0.04
21859, 0.35
21860, 0.93
21861, 0.00
21862, 0.25
21863, 0.03
21864, 0.69
21865, 0.45
21866, 0.52
21867, 0.58
21868, 0.25
21869, 0.31
21870, 0.29
21871, 0.04
21872, 0.00
21873, 0.12
21874, 0.26
21875, 0.12
21876, 0.12
21877, 0.17
21878, 0.27
21879, 0.54
21880, 0.97
21881, 0.07
21882, 0.88
21883, 0.71
21884, 0.20
21885, 0.01
21886, 0.11
21887, 0.48
21888, 0.65
21889, 0.67
21890, 0.07
21891, 0.31
21892, 0.07
21893, 0.71
21894, 0.67
21895, 0.33
21896, 0.21
21897, 0.74
21898, 0.87
21899, 0.31
21900, 0.50
21901, 0.31
21902, 0.34
21903, 0.09
21904, 0.11
21905, 0.13
21906, 0.77
21907, 0.20
21908, 0.30
21909, 0.23
21910, 0.15
21911, 0.41
21912, 0.24
21913, 0.13
21914, 0.22
21915, 0.12
21916, 0.78
21917, 0.00
21918, 0.17
21919, 0.70
21920, 0.63
21921, 0.27
21922, 0.67
21923, 0.19
21924, 0.41
21925, 0.54
21926, 0.51
21927, 0.52
21928, 0.35
21929, 0.26
21930, 0.12
21931, 0.26
21932, 0.00
21933, 0.53
21934, 0.75
21935, 0.80
21936, 0.24
21937, 0.21
21938, 0.33
21939, 0.79
21940, 0.76
21941, 0.58
21942, 0.15
21943, 0.54
21944, 0.22
21945, 0.14
21946, 0.20
21947, 0.80
21948, 0.35
21949, 0.44
21950, 0.19
21951, 0.53
21952, 0.02
21953, 0.92
21954, 0.29
21955, 0.45
21956, 0.28
21957, 0.39
21958, 0.67
21959, 0.29
21960, 0.24
21961, 0.57
21962, 0.80
21963, 0.20
21964, 0.47
21965, 0.04
21966, 0.86
21967, 0.40
21968, 0.28
21969, 0.62
21970, 0.13
21971, 0.13
21972, 0.07
21973, 0.78
21974, 0.10
21975, 0.46
21976, 0.32
21977, 0.45
21978, 0.55
21979, 0.32
21980, 0.56
21981, 0.22
21982, 0.42
21983, 0.00
21984, 0.57
21985, 0.37
21986, 0.38
21987, 0.47
21988, 0.30
21989, 0.10
21990, 0.32
21991, 0.21
21992, 0.21
21993, 0.40
21994, 0.29
21995, 0.33
21996, 0.00
21997, 0.25
21998, 0.53
21999, 0.02
22000, 0.09
22001, 0.43
22002, 0.32
22003, 0.02
22004, 0.13
22005, 0.22
22006, 0.16
22007, 0.05
22008, 0.19
22009, 0.56
22010, 0.01
22011, 0.52
22012, 0.07
22013, 0.30
22014, 0.39
22015, 0.09
22016, 0.22
22017, 0.33
22018, 0.11
22019, 0.37
22020, 0.22
22021, 0.13
22022, 0.05
22023, 0.40
22024, 0.40
22025, 0.99
22026, 0.56
22027, 0.00
22028, 0.02
22029, 0.58
22030, 0.10
22031, 0.09
22032, 0.26
22033, 0.00
22034, 0.52
22035, 0.00
22036, 0.40
22037, 0.65
22038, 0.44
22039, 0.21
22040, 0.70
22041, 0.19
22042, 0.42
22043, 0.11
22044, 0.29
22045, 0.28
22046, 0.15
22047, 0.42
22048, 0.24
22049, 0.44
22050, 0.63
22051, 0.51
22052, 0.18
22053, 0.11
22054, 0.48
22055, 0.41
22056, 0.63
22057, 0.14
22058, 0.62
22059, 0.71
22060, 0.25
22061, 0.58
22062, 0.39
22063, 0.63
22064, 0.41
22065, 0.71
22066, 0.51
22067, 0.55
22068, 0.60
22069, 0.50
22070, 0.26
22071, 0.61
22072, 0.34
22073, 0.81
22074, 0.30
22075, 0.49
22076, 0.27
22077, 0.20
22078, 0.06
22079, 0.01
22080, 0.11
22081, 0.22
22082, 0.11
22083, 0.11
22084, 0.31
22085, 0.06
22086, 0.24
22087, 0.07
22088, 0.11
22089, 0.21
22090, 0.66
22091, 0.21
22092, 0.61
22093, 0.53
22094, 0.64
22095, 0.23
22096, 0.01
22097, 0.27
22098, 0.06
22099, 0.15
22100, 0.35
22101, 0.38
22102, 0.24
22103, 0.37
22104, 0.21
22105, 0.28
22106, 0.56
22107, 0.26
22108, 0.03
22109, 0.33
22110, 0.07
22111, 0.03
22112, 0.41
22113, 0.60
22114, 0.20
22115, 0.05
22116, 0.58
22117, 0.12
22118, 0.24
22119, 0.15
22120, 0.47
22121, 0.03
22122, 0.61
22123, 0.28
22124, 0.32
22125, 0.22
22126, 0.47
22127, 0.42
22128, 0.38
22129, 0.89
22130, 0.49
22131, 0.20
22132, 0.77
22133, 0.06
22134, 0.51
22135, 0.09
22136, 0.41
22137, 0.10
22138, 0.66
22139, 0.47
22140, 0.41
22141, 0.33
22142, 0.00
22143, 0.68
22144, 0.20
22145, 0.16
22146, 0.58
22147, 0.43
22148, 0.17
22149, 0.15
22150, 0.26
22151, 0.85
22152, 0.42
22153, 0.33
22154, 0.24
22155, 0.59
22156, 0.57
22157, 0.52
22158, 0.45
22159, 0.08
22160, 0.27
22161, 0.33
22162, 0.15
22163, 0.12
22164, 0.25
22165, 0.14
22166, 0.18
22167, 0.22
22168, 0.39
22169, 0.24
22170, 0.00
22171, 0.13
22172, 0.30
22173, 0.53
22174, 0.41
22175, 0.20
22176, 0.43
22177, 0.16
22178, 0.29
22179, 0.19
22180, 0.26
22181, 0.00
22182, 0.91
22183, 0.97
22184, 0.62
22185, 0.21
22186, 0.54
22187, 0.62
22188, 0.07
22189, 0.14
22190, 0.67
22191, 0.00
22192, 0.07
22193, 0.64
22194, 0.03
22195, 0.04
22196, 0.33
22197, 0.25
22198, 0.47
22199, 0.25
22200, 0.14
22201, 0.42
22202, 0.37
22203, 0.32
22204, 0.00
22205, 0.00
22206, 0.55
22207, 0.53
22208, 0.59
22209, 0.13
22210, 0.02
22211, 0.99
22212, 0.01
22213, 0.68
22214, 0.11
22215, 0.36
22216, 0.48
22217, 0.26
22218, 0.84
22219, 0.53
22220, 0.79
22221, 0.33
22222, 0.32
22223, 0.16
22224, 0.05
22225, 0.64
22226, 0.76
22227, 0.53
22228, 0.26
22229, 0.25
22230, 0.32
22231, 0.24
22232, 0.35
22233, 0.60
22234, 0.50
22235, 0.42
22236, 0.56
22237, 0.74
22238, 0.75
22239, 0.22
22240, 0.36
22241, 0.07
22242, 0.08
22243, 0.43
22244, 0.19
22245, 0.70
22246, 0.00
22247, 0.62
